,,,内容,发布日期,发布人,URL,1.20-4.8
,,微博官方认证,#想见你的100种方式# 特邀明星爱心讲述者@王子异 为你讲述疫情之下第10/100个真实事件。,2.15,时尚芭莎,https://weibo.com/1708288824/Iuk2mErBP?refer_flag=1001030103_&type=comment#_rnd1604910279732,
,,微博个人认证,疫情何时结束？#钟南山称峰值应在二月中下旬#，疫情拐点暂时无法预测！,2.11,吐槽小天才,https://weibo.com/1832527363/ItJOQF9ZD?refer_flag=1001030103_&type=comment,
,,微博官方认证,【最美爱情！疫情期医院取消探视，#奶奶每天给ICU老伴写情书#,2.11,一手Video,https://weibo.com/5943595658/ItKa1waIs?refer_flag=1001030103_&type=comment,
,,微博官方认证,"【中国红客联盟官方预警】台情报机构黑客组织，借新型肺炎发起网络攻击
新冠肺炎疫情之下",2.11,中国红客联盟,https://weibo.com/2008232173/ItKJsxioU?refer_flag=1001030103_&type=comment#_rnd1604910558446,
,,微博个人认证,#致敬中国军人# 心疼！惊闻母亲过世 火神山医院护士面向家的方向三鞠躬！#抗击新型肺炎第一线# via中国军网,2.12,勤奋de班长,https://weibo.com/2160553221/ItSWr3D02?type=comment,
,,微博官方认证,#新型冠状病毒感染肺炎#【相距几米，他却只能#给妻子一个隔空拥抱#】2月9日，浙江台州三门县人民医院的监控记录下令人动容的一幕。,2.12,新华视点,https://weibo.com/1699432410/ItSoE0YwG?type=comment,
,,微博官方认证,【#水彩画家刘寿祥因新冠肺炎去世#，被称为湖北水彩领军人物[蜡烛]】,2.13,梨视频,https://weibo.com/6004281123/Iu26GfXwr?type=comment,
,,微博个人认证,新型肺炎对群众生活的影响,2.13,零执事V,https://weibo.com/6570944888/Iu18ogo2L?type=comment#_rnd1604911124014,
,,微博官方认证,#疫情无情人有情春苗在行动##抗击新型肺炎我们在行动# 【抗击疫情，众志成城】,2.13,春苗基金会 ,https://weibo.com/1904749125/Iu2BG6CfN?type=comment#_rnd1604911203304,
,,微博个人认证,新型肺炎期间，有哪些行之有效的心理疏导方法？,2.13,思想聚焦,https://weibo.com/1742566624/Iu355kkR2?type=comment#_rnd1604911299412,
,,普通用户,"#新型冠状病毒肺炎# 凌晨三点的同济中法新城院区
转：凌晨三点的医院
转自我院严丽教授的朋友圈———",2.13,胖胖平panda,https://weibo.com/2387158800/Iu2wJ6IfL?refer_flag=1001030103_&type=comment,
,,微博官方认证,【即日起，所有返京人员到京后，均应居家或集中观察14天】#返京人员均应居家或集中观察14天# 刚刚，北京新型冠状病毒肺炎疫情防控工作领导小组办公室发布通告，从即日起，所有返京人员到京后，均应居家或集中观察14天。,2.14,头条新闻,https://weibo.com/1618051664/Iud1fFsFi?refer_flag=1001030103_&type=comment#_rnd1604911629703,
,,微博个人认证,"国开行关于国家助学贷款的最新政策，我给大家画一下重点，望转发周知：

1 因为家人或者本人患新型冠状病毒肺炎，导致无力偿还的毕业借款学生，可以申请代偿2019、2020年应还的本金加利息。",2.14,天涯历知幸,https://weibo.com/5040955225/IubgrknHc?refer_flag=1001030103_&type=comment#_rnd1604911909200,
,,微博个人认证,#南宁爆料#【你听过吗？[二哈]网友投稿“南宁普通话版”防疫宣传视频，你觉得怎么样？】,2.16,南宁人不知道的南宁事,https://weibo.com/2099016241/Iuv6wko11?refer_flag=1001030103_&type=comment,
,,微博个人认证,#健康生活指南# #ecmo技术成功救治一新型肺炎患者# 此次新型肺炎让公众对ECMO产生了兴趣，但道听途说的新闻也可能让大家对这项技术产生误解。ecmo是什么？它是如何工作的？,2.16,果壳视频 ,https://weibo.com/6172978260/IuuIf8qon?type=comment,
,,微博官方认证,【#台湾现首例死亡病例#】据台媒报道，台湾地区流行疫情指挥中心16日称，岛内新增2例新型冠状病毒肺炎确诊病例，2名新增确诊患者中的一名60余岁男性已去世。,2.16,人民日报,https://weibo.com/2803301701/IuuryyXt4?refer_flag=1001030103_&type=comment#_rnd1604921878816,
,,普通用户,"和歌山县确诊的医生→发烧后吃了退烧药继续在医院工作
千叶县确诊的20多岁上班族→发烧后还坐电车去东京上班",2.16,日本三次元,https://weibo.com/6587535158/Iuv72yoAA?type=comment#_rnd1604922025647,
,,微博个人认证,NHK纪录片：紧急报告 新型冠状病毒肺炎,2.16,小智在那美克星,https://weibo.com/3951975029/IusqUgEVn?type=comment,
,,微博官方认证,#同江同湖同舟共济##湖南防控新型肺炎# 【战“疫”：同江同湖 同舟共济】湖南和湖北，依靠洞庭湖，同饮一江水，湘鄂有情，共渡难关！,2.17,湖南卫视,https://weibo.com/1638629382/IuCoyzbtP?type=comment,
,,微博官方认证,#IPE全国区县疫情地图##抗击新型肺炎我们在行动# 蔚蓝地图与数城未来合作推出每日疫情趋势分析。数据分析显示：,2.17,蔚蓝地图,https://weibo.com/5042247906/IuDHPCci4?refer_flag=1001030103_&type=comment,
,,微博个人认证,#健康一春#疫情当下面对新型冠状病毒，我们在日常生活中该如何做好自我防护及预防呢？快叫上你的小伙伴一起来学习预防及防护技能吧～,2.17,开心科宋大夫,https://weibo.com/2369134977/IuCD9mSoU?type=comment#_rnd1604922347630,
,,微博官方认证,"【中疾控报告：#超三千名医护感染新冠病毒#，确诊1716例】
一项基于7万余例新冠肺炎病例的流行病学调查结果于2月17日公布。最新一期中华流行病学杂志发表《新型冠状病毒肺炎流行病学特征分析》报告，该报告由中国疾控中心新型冠状病毒肺炎应急响应机制流行病学组撰写。",2.17,蓝鲸财经记者工作平台,https://weibo.com/1885454921/IuE4f1UqW?type=comment#_rnd1604922521554,
,,微博官方认证,【#中国疾控中心最新重磅论文# 1月11-20日感染者数量暴增】近日，中国国内的医学学术期刊《中华流行病学杂志》，预出版了一篇来自中国疾病预防控制中心“新型冠状病毒肺炎应急响应机制流行病学组”的论文。,2.18,环球网,https://weibo.com/1686546714/IuObBdQS7?refer_flag=1001030103_&type=comment#_rnd1604922853589,
,,微博官方认证,#暖流计划##暖流驿站播报# 抗击病毒肺炎，暖流重庆团队在行动,2.19,暖流计划 ,https://weibo.com/3066806617/IuVpzFFMH?type=comment#_rnd1604922933021,
,,微博官方认证,【#多国知名医学专家联名支持中国科学家#】昨天，国际权威医学期刊《柳叶刀》刊登了由全球多个国家的知名医学专家联署的一份声明。声明不仅对正在与新型冠状病毒肺炎疫情战斗的中国科研和医学人士表达致敬和支持之情，更严厉谴责了目前网络上一些愈演愈烈的围绕新型冠状病毒的阴谋论！,2.19,侠客岛,https://weibo.com/5476386628/IuWyVuWch?refer_flag=1001030103_&type=comment#_rnd1604923129039,
,,微博官方认证,【中方紧急向日本捐赠一批新冠肺炎核酸检测试剂盒】#中方向日本捐赠核酸检测试剂盒# ,2.20,头条新闻,https://weibo.com/1618051664/Iv3kV9za0?refer_flag=1001030103_&type=comment#_rnd1604923334229,
,,微博官方认证,#聚焦新型冠状病毒肺炎# 【只要我们在一起，一切，会好的】乌云笼罩下，用希望驱散阴霾；黑夜漫长时，用勇敢静待花开。张艺兴@努力努力再努力x 歌曲《会好的》——“纵眼下长夜漫长，却始终相信曙光就在前方”，加油！,2.20,株洲共青团,https://weibo.com/1461331505/Iv4vmBitn?type=comment,
,,微博官方认证,【#首例新冠肺炎逝者遗体解剖报告#：病变仍聚焦肺部，其他脏器损伤证据不足】,2.28,广州日报,https://weibo.com/1887790981/Iwha1b3lO?refer_flag=1001030103_&type=comment#_rnd1604923520903,
,,微博官方认证,"【newsen】TWICE周子瑜为新冠疫情捐赠5000万韩元！""希望大家身体健康""",2.29,爱豆韩流社区,https://weibo.com/2619577243/IwrQfbVwD?type=comment#_rnd1604923657348,
,,微博官方认证,面对疫情，你是否发出过灵魂拷问#口罩还要戴多久#？而百余年前的一个秋天，曾有一场威胁全球的“西班牙大流感”，导致十亿人感染，千万人死亡。万万没想到，历史上最快最狠的瘟疫居然是流感，而西班牙大流感居然跟西班牙没关系？今天返朴视频《#小艾说科学#》中，@战斗仓鼠laq 来给你讲讲那些科学历史,2.28,返朴,https://weibo.com/7006367380/Iwfk90ROS?refer_flag=1001030103_&type=comment,
,,微博个人认证,我们面对疫情和病毒可以铁骨铮铮，但面对亲人却忍不住流下眼泪。这位父亲是防疫一线的医生，由于忙于工作半个月没回家。女儿过生日也不敢进门，只能站在门外，远远看着女儿唱生日歌，颤抖的歌声令人动容，生日快乐！,2.21,协和医生Do先生,https://weibo.com/3141296113/IvfiG44Db?type=comment,
,,微博个人认证,#抗击新型肺炎第一线# 武汉市七医院，女护士刚抢救完一位病人，处理完遗体，就被一位朱姓病人颐指气使，他命令女护士去打扫他房间的厕所。,2.21,常春中国,https://weibo.com/1400155577/Ivbte2MTL?refer_flag=1001030103_&type=comment,
,,微博官方认证,【官宣:#浙江第一批疫苗已产生抗体#!揭秘:新冠病毒侵染人体那一刻!】今天下午，浙江省新型冠状病毒肺炎疫情防控工作新闻发布会（第二十七场）举行。,2.22,环球网,https://weibo.com/1686546714/IvnRzx0ap?refer_flag=1001030103_&type=comment#_rnd1604924214876,
,,微博个人认证,"这个视频也太催泪了！！[跪了][跪了]

华晨宇专门为新型肺炎患者创作的公益歌曲《你要相信这不是最后一天》，配上这些画面真的是画面音乐双重暴击了！",2.23,当时我就震惊了,https://weibo.com/1764222885/IvyIU1ClE?type=comment,
,,微博个人认证,"由@OPiece海贼王 出品的【新冠肺炎知识系列漫画】今天起正式上线啦！！萌医乔巴亲自上场讲解知识干货，路飞亲身示范预防小知识，娜美在线讲解口罩的正确戴法……
快来和海贼伙伴们一起对抗新冠病毒吧！",2.23,OPiece海贼王,https://weibo.com/1655152542/IvzKljTjz?refer_flag=1001030103_&type=comment#_rnd1604924521765,
,,微博个人认证,辛苦了！果然她们只是一群孩子，学着前辈的模样，和“死神”抢人！,2.24,军旅,https://weibo.com/5581669244/IvIvVpoC9?type=comment,
,,普通用户,#全国确诊新型肺炎病例# 我们胜利了嘛？到了庆祝的时候嘛？胡闹！,2.24,佛雷德烈克0404,https://weibo.com/1782664785/IvGjnwiLW?type=comment,
,,微博官方认证,#影视宅急送# 当下新型肺炎疫情，让《传染病》再次警示人类，万字解析片中的细思极恐。,2.24,微影迷,https://weibo.com/2143550005/IvGAU48WB?type=comment,
,,微博个人认证,【韩国日报】[大韩航空乘务员确诊前曾在LA航线投入工作]25日据航空业界消息，大韩航空空中乘务员A某在今日9时（韩国时间）确诊了新型肺炎。,2.25,韩国me2day,https://weibo.com/2482557597/IvPRo5E9l?refer_flag=1001030103_&type=comment#_rnd1604925003914,
,,微博官方认证,【#湖北404名民辅警感染新冠肺炎#】截至2月25日17时，湖北公安机关已有293名民警、111名辅警确诊感染新型冠状病毒肺炎，4名在职民警因感染新冠肺炎身故。,2.26,中国日报,https://weibo.com/1663072851/Iw1YDzRss?type=comment,
,,微博个人认证,"#撑住挑战#我来啦！
#抗击新型肺炎我们在行动#！特殊时期也要坚持运动，保持健康的体魄是我们共同抗击疫情的重要基础。希望疫情过去，祈祷奥运会如期举行！期待运动员能够实现他们的奥运梦想！",2.26,大杨杨,https://weibo.com/1919014323/IvYJEpGd8?refer_flag=1001030103_&type=comment,
,,微博个人认证,#池袋鸡尾酒表演秀#池袋有家名为「COLORSOL」的餐吧，受到新型肺炎影响不得不取消店里特色的鸡尾酒秀，店里的酒保干脆就把视频放推特上了，让满心期待的客人网上也能看到，好看是真的好看啊。,2.26,林萍在日本,https://weibo.com/1593933550/IvYRCuA72?type=comment,
,,微博个人认证,【News1独家】[GOT7 JB因新型肺炎疫情捐款，以本名林在范私下的善行]27日据演艺界人士消息，JB通过希望桥全国救灾协会捐赠了千万韩元善款。,2.27,韩国me2day,https://weibo.com/2482557597/Iw83qC6kh?type=comment#_rnd1604925310761,
,,微博个人认证,岛国岚饭网友创作的，追星宅的抗击新型肺炎应援歌。,2.28,日本沙雕日常,https://weibo.com/5543176559/IwielzHio?type=comment,
,,微博官方认证,"#贴心提示#【@商场、超市，这些防控措施要做到！】近日，国务院应对新型冠状病毒肺炎疫情联防联控机制印发《关于依法科学精准做好新冠肺炎疫情防控工作的通知》,其中对商场、超市等场所的疫情防控工作提出多项技术要求。",2.29,司法部,https://weibo.com/6199038235/IwuxAgizx?type=comment#_rnd1604925663198,
,,微博个人认证,#方舱医院伙食# 再发一下方舱医院的每天150元标准的免费伙食（痛风套餐[偷笑]），比家里蹲吃的还要奢侈豪华。,3.1,襄阳小邢警 ,https://weibo.com/1804898121/IwDuocjt8?type=comment#_rnd1604925881020,
,,微博个人认证,"漫画图说】用海贼王的方式告诉你，新型冠状肺炎是如何传播的？
@OPiece海贼王 出品《新冠肺炎知识漫画》
第二章：传播篇",3.1,OPiece海贼王,https://weibo.com/1655152542/IwA0NhJZk?type=comment#_rnd1604925975913,
,,微博官方认证,【#小区封闭男子将头钻出围栏理发#，围观者狂笑：可以载入史册了[笑cry]】,3.6,一手Video,https://weibo.com/5943595658/Ixou0c99k?type=comment,
,,微博官方认证,【#治愈大叔出院没有家人接#：妻子染病去世，孩子在治疗[悲伤],3.5,一手Video,https://weibo.com/5943595658/Ixf1u4tno?type=comment,
,,微博个人认证,"#疫情之下，不只是数字#
新冠病毒爆发的这两个月，到底发生了什么？
-
两个月前，谁也想不到，一个未知的病毒，会彻底改变我们的2020年。有人说，人类的本性是遗忘，所以这个视频将会告诉你，一些值得你记住的事情。",3.5,三代鹿人,https://weibo.com/5334369419/IxbBo4ler?type=comment,
,,微博官方认证,"#TORORACING##武汉加油##抗疫行动#
【共同抗“疫”｜借你几分钟，一起为中国打Call!】",3.6,TORORACING,https://weibo.com/7190151584/IxnZB0qPn?refer_flag=1001030103_&type=comment,
,,微博官方认证,【#女子在美核酸检测被拒后抵京确诊#】3月13日，北京市报告1例从美国输入的确诊病例黎某。,3.14,央视新闻,https://weibo.com/2656274875/IyA3eakCV?type=comment,
,,微博官方认证,【#河南省公安厅提郭某鹏事件#：一人之行为，造成一城的不安，害人害己[话筒]】3月11日，郑州男子郭某鹏从境外归来，确诊新冠肺炎，因其隐瞒行程被立案侦查。,3.13,一手Video,https://weibo.com/5943595658/IyoObgXYw?type=comment,
,,微博官方认证,【#张文宏微课 旅行发热与病毒#】来听张文宏医生的精彩微课《旅行发热与病毒》，当新型冠状病毒肺炎凶猛来袭，让我们感恩白衣天使和科学家们，让我们相信知识的力量，共渡难关！,3.15,新浪视频,https://weibo.com/1640601392/IyKkE8QrV?type=comment,
,,微博官方认证,#所有无症状入境北京人员集中隔离14天#【新政！明起所有无症状入境进京人员，均进行14天集中观察，费用自理】,3.15,北京日报,https://weibo.com/1893892941/IyJkR6r9u?refer_flag=1001030103_&type=comment,
